Flight_ID,Date,Day_of_Week,Airline,Origin_Airport,Destination_Airport,Aircraft_Type,Flight_Status,Time_of_Day,Flight_Delay_Mins,Aircraft_Age_Years
281,15/4/2013,Wednesday,Delta Airlines,ORD,DFW,Embraer E175,On-time,Afternoon,0,14
282,2/1/2015,Saturday,American Airlines,EWR,JFK,Airbus A380,Delayed,Evening,60,14
283,22/7/2011,Wednesday,Southwest Airlines,DEN,SFO,Airbus A380,On-time,Night,0,19
284,22/4/2014,Wednesday,Delta Airlines,ATL,MIA,Embraer E175,On-time,Afternoon,0,5
285,3/5/2011,Tuesday,JetBlue Airways,MIA,SFO,Embraer E175,On-time,Afternoon,0,15
286,5/2/2012,Saturday,United Airlines,ATL,LGA,Airbus A380,On-time,Evening,0,13
287,5/2/2013,Tuesday,JetBlue Airways,DFW,MIA,Airbus A320,On-time,Night,0,24
288,21/10/2011,Saturday,Delta Airlines,ORD,SFO,Airbus A320,On-time,Night,0,16
289,7/10/2011,Friday,Delta Airlines,SFO,LGA,Boeing 737,Delayed,Afternoon,70,29
290,2/6/2013,Tuesday,Southwest Airlines,DFW,LGA,Embraer E175,On-time,Morning,0,19
291,22/6/2015,Tuesday,United Airlines,EWR,DEN,Airbus A320,Delayed,Evening,29,17
292,17/7/2011,Tuesday,Delta Airlines,ATL,EWR,Airbus A320,On-time,Morning,0,28
293,8/9/2013,Sunday,JetBlue Airways,SFO,EWR,Boeing 737,On-time,Morning,0,16
294,15/3/2015,Thursday,Southwest Airlines,MIA,DFW,Embraer E175,On-time,Afternoon,0,29
295,21/1/2013,Tuesday,JetBlue Airways,LGA,MIA,Boeing 737,On-time,Afternoon,0,14
296,24/5/2011,Monday,United Airlines,JFK,ORD,Boeing 737,On-time,Afternoon,0,17
297,31/8/2012,Monday,Southwest Airlines,DEN,DFW,Airbus A380,On-time,Evening,0,7
298,9/5/2014,Saturday,Southwest Airlines,DEN,ORD,Boeing 737,On-time,Evening,0,6
299,21/2/2014,Friday,Southwest Airlines,LGA,SFO,Embraer E175,On-time,Evening,0,5
300,6/7/2011,Thursday,American Airlines,DEN,LGA,Airbus A320,On-time,Morning,0,24
301,11/9/2014,Sunday,Southwest Airlines,ATL,DEN,Airbus A320,Delayed,Evening,131,24
302,8/4/2012,Saturday,JetBlue Airways,LGA,ORD,Airbus A380,On-time,Night,0,27
303,4/10/2014,Monday,JetBlue Airways,DFW,LAX,Embraer E175,On-time,Evening,0,1
304,30/11/2015,Thursday,United Airlines,DFW,ORD,Airbus A320,On-time,Afternoon,0,16
305,21/10/2012,Thursday,Delta Airlines,EWR,ORD,Boeing 737,On-time,Morning,0,23
306,2/2/2013,Friday,Delta Airlines,JFK,MIA,Boeing 777,On-time,Evening,0,14
307,12/8/2013,Thursday,American Airlines,LAX,EWR,Boeing 777,On-time,Afternoon,0,27
308,7/2/2012,Tuesday,Southwest Airlines,LGA,DEN,Boeing 777,On-time,Afternoon,0,2
309,1/10/2014,Thursday,American Airlines,LAX,ATL,Boeing 777,Delayed,Night,57,29
310,15/3/2015,Friday,United Airlines,DEN,MIA,Boeing 737,Delayed,Night,50,4
311,27/5/2011,Saturday,United Airlines,LGA,LAX,Airbus A320,Delayed,Evening,70,1
312,17/3/2014,Friday,Delta Airlines,JFK,LGA,Airbus A380,Delayed,Morning,143,2
313,13/5/2013,Sunday,United Airlines,EWR,MIA,Boeing 737,Delayed,Morning,163,29
314,1/10/2015,Friday,Southwest Airlines,MIA,JFK,Airbus A320,On-time,Evening,0,26
315,3/5/2012,Monday,JetBlue Airways,DFW,DFW,Embraer E175,On-time,Evening,0,9
316,17/7/2013,Tuesday,United Airlines,ORD,MIA,Airbus A320,Delayed,Evening,175,28
317,22/7/2015,Monday,American Airlines,ORD,EWR,Airbus A320,On-time,Morning,0,1
318,4/7/2012,Saturday,Southwest Airlines,DFW,EWR,Airbus A320,On-time,Night,0,23
319,4/12/2011,Wednesday,United Airlines,DEN,EWR,Boeing 737,On-time,Morning,0,20
320,21/5/2013,Saturday,United Airlines,EWR,MIA,Airbus A320,On-time,Afternoon,0,23
321,2/10/2012,Tuesday,Southwest Airlines,EWR,EWR,Airbus A320,On-time,Night,0,16
322,8/12/2015,Thursday,United Airlines,MIA,LGA,Embraer E175,On-time,Afternoon,0,14
323,17/4/2012,Friday,JetBlue Airways,DEN,ORD,Embraer E175,On-time,Morning,0,23
324,31/5/2011,Wednesday,Delta Airlines,DFW,MIA,Boeing 777,On-time,Afternoon,0,27
325,9/12/2014,Tuesday,Southwest Airlines,MIA,EWR,Boeing 737,Delayed,Morning,123,13
326,14/8/2014,Monday,American Airlines,ATL,JFK,Airbus A320,On-time,Night,0,26
327,23/6/2015,Friday,United Airlines,LAX,MIA,Boeing 777,Delayed,Night,135,19
328,20/9/2011,Saturday,Delta Airlines,ORD,SFO,Boeing 777,Delayed,Night,113,15
329,23/11/2015,Monday,American Airlines,SFO,ORD,Boeing 737,On-time,Afternoon,0,29
330,24/5/2011,Tuesday,American Airlines,ORD,ORD,Boeing 777,Delayed,Evening,127,18
331,12/12/2011,Tuesday,JetBlue Airways,DEN,MIA,Boeing 777,On-time,Night,0,3
332,15/9/2012,Saturday,Delta Airlines,JFK,SFO,Boeing 737,Delayed,Morning,138,15
333,13/10/2013,Wednesday,Southwest Airlines,ORD,LGA,Airbus A380,On-time,Afternoon,0,15
334,15/5/2015,Saturday,Delta Airlines,LGA,MIA,Boeing 777,Delayed,Night,153,5
335,30/5/2013,Thursday,Delta Airlines,EWR,SFO,Embraer E175,Delayed,Evening,34,13
336,2/1/2011,Monday,American Airlines,ORD,EWR,Boeing 777,On-time,Night,0,24
337,15/6/2013,Wednesday,JetBlue Airways,LGA,EWR,Boeing 737,Delayed,Afternoon,142,27
338,20/8/2014,Friday,JetBlue Airways,LAX,EWR,Boeing 737,On-time,Afternoon,0,25
339,11/9/2011,Sunday,Delta Airlines,ORD,JFK,Airbus A380,On-time,Evening,0,20
340,3/8/2015,Thursday,Delta Airlines,ATL,MIA,Airbus A380,Delayed,Evening,164,16
341,28/3/2012,Wednesday,United Airlines,ORD,DFW,Embraer E175,Delayed,Morning,17,22
342,26/11/2013,Sunday,American Airlines,ORD,MIA,Embraer E175,On-time,Night,0,20
343,29/3/2014,Sunday,Southwest Airlines,DEN,DFW,Boeing 777,Delayed,Afternoon,173,15
344,11/10/2013,Monday,Southwest Airlines,SFO,LGA,Airbus A380,On-time,Evening,0,14
345,9/1/2011,Tuesday,JetBlue Airways,ATL,ORD,Embraer E175,On-time,Afternoon,0,9
346,10/6/2014,Friday,American Airlines,ORD,LAX,Boeing 777,On-time,Evening,0,21
347,27/1/2014,Saturday,JetBlue Airways,ORD,DFW,Airbus A320,Delayed,Morning,172,18
348,10/8/2015,Monday,Southwest Airlines,ORD,DFW,Boeing 777,On-time,Night,0,17
349,26/3/2013,Thursday,Delta Airlines,LGA,LAX,Embraer E175,Delayed,Evening,111,5
350,27/7/2011,Sunday,American Airlines,LAX,EWR,Boeing 777,Delayed,Afternoon,61,15
351,28/2/2014,Thursday,American Airlines,JFK,DFW,Airbus A320,Delayed,Afternoon,22,24
352,8/2/2012,Sunday,United Airlines,JFK,SFO,Embraer E175,On-time,Morning,0,11
353,1/6/2011,Tuesday,Delta Airlines,JFK,LAX,Boeing 777,On-time,Morning,0,27
354,23/2/2011,Tuesday,Delta Airlines,DFW,ORD,Embraer E175,On-time,Evening,0,29
355,17/2/2014,Friday,JetBlue Airways,JFK,DFW,Boeing 777,On-time,Night,0,22
356,24/8/2015,Saturday,American Airlines,ORD,MIA,Boeing 737,Delayed,Evening,76,27
357,19/9/2012,Friday,JetBlue Airways,LGA,EWR,Embraer E175,On-time,Afternoon,0,12
358,9/8/2012,Tuesday,Delta Airlines,ORD,ATL,Embraer E175,On-time,Evening,0,7
359,7/7/2015,Tuesday,United Airlines,ORD,JFK,Embraer E175,Delayed,Morning,54,25
360,14/12/2014,Thursday,American Airlines,EWR,ORD,Embraer E175,Delayed,Evening,88,20
361,16/12/2014,Tuesday,Delta Airlines,DEN,ATL,Boeing 777,On-time,Morning,0,21
362,14/4/2011,Wednesday,United Airlines,LAX,DFW,Airbus A380,On-time,Afternoon,0,9
363,11/9/2011,Sunday,Southwest Airlines,DFW,SFO,Boeing 777,Delayed,Night,29,3
364,4/6/2014,Monday,Delta Airlines,LAX,LAX,Airbus A320,On-time,Evening,0,17
365,9/2/2014,Tuesday,Southwest Airlines,JFK,SFO,Boeing 737,On-time,Morning,0,24
366,24/5/2012,Friday,JetBlue Airways,ORD,ORD,Boeing 777,Delayed,Evening,4,9
367,5/2/2015,Saturday,Southwest Airlines,ATL,ATL,Boeing 777,On-time,Morning,0,11
368,9/4/2011,Sunday,Delta Airlines,SFO,LGA,Embraer E175,On-time,Morning,0,14
369,2/6/2011,Sunday,Southwest Airlines,SFO,JFK,Airbus A320,On-time,Morning,0,26
370,2/7/2013,Saturday,American Airlines,DEN,DEN,Embraer E175,Delayed,Evening,96,27
371,27/5/2013,Saturday,Delta Airlines,DFW,ORD,Embraer E175,Delayed,Morning,24,28
372,4/12/2011,Sunday,United Airlines,LGA,DFW,Airbus A380,Delayed,Evening,18,10
373,26/9/2015,Wednesday,Southwest Airlines,DEN,ORD,Boeing 737,On-time,Morning,0,4
374,1/4/2013,Friday,American Airlines,EWR,MIA,Airbus A380,On-time,Night,0,16
375,1/4/2014,Wednesday,JetBlue Airways,ORD,DFW,Embraer E175,On-time,Morning,0,16
376,10/10/2015,Tuesday,JetBlue Airways,MIA,SFO,Boeing 737,On-time,Evening,0,29
377,14/8/2013,Monday,Southwest Airlines,DFW,ATL,Boeing 777,Delayed,Evening,167,12
378,1/9/2015,Saturday,JetBlue Airways,ORD,JFK,Airbus A320,On-time,Evening,0,6
379,10/6/2011,Friday,United Airlines,ATL,JFK,Airbus A380,On-time,Afternoon,0,7
380,23/5/2015,Saturday,Delta Airlines,LAX,SFO,Airbus A320,Delayed,Night,18,23
381,11/3/2013,Wednesday,American Airlines,LGA,ATL,Embraer E175,Delayed,Night,67,8
382,2/2/2012,Thursday,Southwest Airlines,SFO,LGA,Boeing 737,On-time,Night,0,6
383,24/7/2014,Tuesday,JetBlue Airways,DFW,EWR,Boeing 777,Delayed,Afternoon,89,7
384,26/3/2013,Monday,Delta Airlines,DFW,JFK,Boeing 737,On-time,Afternoon,0,9
385,8/3/2015,Tuesday,United Airlines,LAX,ORD,Airbus A320,On-time,Night,0,16
386,16/11/2014,Thursday,JetBlue Airways,ATL,ORD,Airbus A320,Delayed,Morning,60,22
387,4/3/2014,Monday,JetBlue Airways,ORD,EWR,Boeing 777,Delayed,Morning,31,13
388,3/5/2014,Thursday,American Airlines,LGA,EWR,Boeing 777,On-time,Night,0,15
389,5/2/2012,Tuesday,United Airlines,LAX,DFW,Boeing 737,On-time,Morning,0,18
390,1/10/2012,Wednesday,United Airlines,LAX,JFK,Airbus A380,On-time,Evening,0,4
391,22/11/2013,Sunday,Southwest Airlines,LAX,ATL,Boeing 737,On-time,Afternoon,0,5
392,18/11/2012,Tuesday,American Airlines,DFW,EWR,Airbus A320,Delayed,Night,44,8
393,4/4/2012,Tuesday,Southwest Airlines,DFW,ATL,Boeing 737,On-time,Morning,0,4
394,12/8/2013,Tuesday,American Airlines,DFW,LAX,Embraer E175,On-time,Night,0,17
395,14/4/2012,Friday,United Airlines,DFW,ORD,Boeing 737,On-time,Night,0,17
396,30/10/2014,Thursday,American Airlines,LGA,SFO,Boeing 737,Delayed,Evening,163,2
397,11/11/2013,Thursday,American Airlines,ATL,LGA,Embraer E175,On-time,Afternoon,0,24
398,19/1/2013,Saturday,American Airlines,MIA,MIA,Airbus A320,Delayed,Afternoon,136,16
399,21/8/2015,Thursday,Delta Airlines,LGA,DEN,Boeing 777,On-time,Night,0,19
400,7/2/2011,Saturday,Delta Airlines,ATL,LGA,Boeing 737,On-time,Evening,0,22
401,18/8/2011,Friday,United Airlines,ORD,LAX,Airbus A380,Delayed,Morning,87,7
402,20/10/2014,Wednesday,American Airlines,EWR,SFO,Boeing 777,On-time,Afternoon,0,11
403,16/7/2012,Saturday,United Airlines,ORD,LAX,Airbus A380,On-time,Night,0,1
404,13/3/2012,Tuesday,Delta Airlines,ATL,DFW,Boeing 737,On-time,Morning,0,21
405,5/12/2015,Wednesday,American Airlines,LAX,ATL,Airbus A380,Delayed,Night,168,18
406,30/7/2014,Sunday,Southwest Airlines,MIA,LGA,Boeing 777,Delayed,Morning,82,7
407,27/1/2011,Friday,Delta Airlines,SFO,DEN,Airbus A380,Delayed,Morning,133,28
408,14/8/2011,Thursday,Delta Airlines,DEN,MIA,Airbus A380,On-time,Morning,0,28
409,24/7/2014,Saturday,Delta Airlines,DFW,MIA,Boeing 777,Delayed,Morning,86,13
410,8/3/2013,Tuesday,American Airlines,JFK,LGA,Boeing 777,On-time,Morning,0,3
411,21/6/2015,Monday,JetBlue Airways,SFO,EWR,Boeing 777,On-time,Morning,0,9
412,11/10/2011,Sunday,Southwest Airlines,SFO,MIA,Boeing 777,On-time,Evening,0,17
413,28/5/2013,Monday,Southwest Airlines,ORD,DFW,Embraer E175,Delayed,Morning,65,2
414,17/8/2013,Wednesday,United Airlines,DFW,ATL,Boeing 737,On-time,Morning,0,15
415,13/2/2015,Thursday,American Airlines,EWR,MIA,Boeing 777,On-time,Afternoon,0,9
416,28/3/2012,Monday,Delta Airlines,ATL,EWR,Airbus A320,On-time,Afternoon,0,7
417,16/10/2013,Wednesday,JetBlue Airways,DFW,LGA,Airbus A380,Delayed,Morning,61,19
418,26/3/2013,Friday,American Airlines,JFK,ORD,Boeing 777,On-time,Night,0,11
419,20/10/2012,Wednesday,American Airlines,JFK,MIA,Boeing 777,Delayed,Afternoon,82,24
420,20/3/2015,Sunday,JetBlue Airways,ATL,JFK,Boeing 737,Delayed,Evening,23,21
421,30/6/2012,Wednesday,Delta Airlines,SFO,DEN,Boeing 777,Delayed,Evening,117,18
422,30/4/2014,Sunday,American Airlines,DFW,ATL,Embraer E175,On-time,Evening,0,26
423,8/12/2013,Wednesday,Southwest Airlines,JFK,ATL,Airbus A320,Delayed,Afternoon,76,17
424,16/3/2015,Tuesday,Southwest Airlines,ATL,LGA,Airbus A320,On-time,Evening,0,22
425,17/1/2011,Wednesday,JetBlue Airways,DEN,DFW,Boeing 777,On-time,Evening,0,4
426,10/4/2014,Saturday,Delta Airlines,DEN,ATL,Boeing 737,Delayed,Night,7,2
427,28/5/2014,Wednesday,JetBlue Airways,LGA,DEN,Boeing 777,On-time,Night,0,17
428,7/6/2011,Tuesday,American Airlines,DFW,ATL,Airbus A380,Delayed,Afternoon,157,23
429,21/4/2012,Tuesday,Southwest Airlines,MIA,SFO,Airbus A320,Delayed,Morning,18,20
430,5/12/2013,Friday,United Airlines,ATL,ATL,Airbus A380,Delayed,Night,29,1
431,28/10/2014,Sunday,JetBlue Airways,SFO,EWR,Embraer E175,On-time,Morning,0,13
432,1/6/2012,Thursday,United Airlines,EWR,LGA,Airbus A320,Delayed,Night,173,10
433,9/4/2011,Monday,United Airlines,JFK,ATL,Airbus A320,On-time,Night,0,17
434,4/11/2015,Monday,Southwest Airlines,LAX,MIA,Embraer E175,On-time,Night,0,23
435,26/11/2013,Wednesday,JetBlue Airways,DFW,MIA,Airbus A380,Delayed,Night,97,21
436,7/10/2011,Friday,United Airlines,JFK,ATL,Boeing 777,Delayed,Morning,125,17
437,4/10/2014,Wednesday,American Airlines,LGA,ORD,Boeing 737,On-time,Afternoon,0,11
438,11/5/2012,Monday,Delta Airlines,ATL,LGA,Airbus A380,Delayed,Morning,54,9
439,29/10/2011,Sunday,Delta Airlines,SFO,ATL,Embraer E175,Delayed,Evening,115,3
440,30/6/2011,Sunday,Southwest Airlines,JFK,JFK,Embraer E175,Delayed,Morning,133,10
441,29/8/2012,Sunday,JetBlue Airways,LAX,EWR,Embraer E175,On-time,Evening,0,17
442,27/1/2014,Tuesday,JetBlue Airways,EWR,EWR,Airbus A320,Delayed,Morning,41,16
443,30/11/2012,Thursday,Delta Airlines,ATL,EWR,Boeing 777,On-time,Morning,0,16
444,19/9/2013,Friday,American Airlines,ATL,EWR,Airbus A320,On-time,Night,0,15
445,13/2/2014,Tuesday,Delta Airlines,MIA,DEN,Airbus A320,Delayed,Morning,93,13
446,10/7/2011,Thursday,Delta Airlines,LGA,JFK,Airbus A320,On-time,Night,0,2
447,10/9/2011,Friday,JetBlue Airways,ATL,ORD,Embraer E175,On-time,Afternoon,0,26
448,7/9/2013,Friday,United Airlines,SFO,ORD,Airbus A380,On-time,Morning,0,6
449,16/7/2013,Monday,American Airlines,ATL,JFK,Boeing 737,On-time,Night,0,3
450,30/3/2014,Tuesday,JetBlue Airways,MIA,JFK,Boeing 737,On-time,Evening,0,26
451,3/7/2014,Friday,Delta Airlines,LGA,EWR,Boeing 777,Delayed,Night,179,24
452,8/9/2014,Saturday,United Airlines,DFW,DEN,Boeing 777,Delayed,Evening,102,1
453,8/5/2011,Sunday,American Airlines,ORD,ORD,Embraer E175,On-time,Morning,0,17
454,18/1/2011,Friday,Southwest Airlines,DFW,LAX,Boeing 737,On-time,Afternoon,0,24
455,22/12/2015,Thursday,American Airlines,DEN,ATL,Airbus A380,On-time,Morning,0,27
456,25/10/2015,Monday,American Airlines,MIA,MIA,Embraer E175,On-time,Morning,0,1
457,19/7/2012,Wednesday,Delta Airlines,ATL,EWR,Boeing 777,Delayed,Night,21,11
458,23/7/2012,Sunday,Delta Airlines,LGA,ORD,Embraer E175,On-time,Evening,0,4
459,8/9/2014,Monday,Southwest Airlines,DFW,ORD,Boeing 777,On-time,Afternoon,0,11
460,16/11/2012,Wednesday,Southwest Airlines,DFW,ORD,Boeing 737,Delayed,Evening,128,13
461,21/12/2015,Tuesday,Southwest Airlines,DEN,SFO,Embraer E175,On-time,Afternoon,0,29
462,17/9/2012,Tuesday,JetBlue Airways,DFW,MIA,Airbus A320,On-time,Morning,0,22
463,4/8/2014,Friday,JetBlue Airways,MIA,DEN,Boeing 777,Delayed,Night,30,17
464,3/5/2013,Saturday,Delta Airlines,DFW,ORD,Airbus A320,On-time,Evening,0,20
465,14/8/2015,Tuesday,Delta Airlines,SFO,LGA,Boeing 777,Delayed,Morning,151,29
466,19/8/2013,Friday,Southwest Airlines,DEN,LAX,Airbus A320,On-time,Morning,0,21
467,21/7/2015,Sunday,JetBlue Airways,LGA,ORD,Boeing 737,Delayed,Night,134,13
468,4/6/2011,Monday,United Airlines,LGA,SFO,Boeing 737,On-time,Evening,0,17
469,4/5/2012,Tuesday,JetBlue Airways,DFW,LGA,Airbus A380,On-time,Morning,0,2
470,10/11/2014,Monday,Delta Airlines,MIA,ORD,Airbus A380,On-time,Night,0,2
471,23/2/2013,Monday,JetBlue Airways,MIA,MIA,Airbus A380,On-time,Afternoon,0,22
472,1/2/2014,Saturday,Delta Airlines,EWR,MIA,Embraer E175,On-time,Morning,0,18
473,17/11/2014,Tuesday,Southwest Airlines,JFK,MIA,Boeing 777,On-time,Afternoon,0,6
474,3/9/2011,Monday,Southwest Airlines,SFO,DFW,Embraer E175,On-time,Morning,0,25
475,14/4/2014,Saturday,Southwest Airlines,EWR,DEN,Airbus A380,Delayed,Night,73,2
476,28/11/2013,Saturday,United Airlines,JFK,SFO,Boeing 777,On-time,Afternoon,0,23
477,9/2/2015,Tuesday,United Airlines,ORD,ATL,Embraer E175,On-time,Night,0,11
478,2/9/2015,Saturday,Delta Airlines,LAX,SFO,Boeing 737,On-time,Evening,0,17
479,28/1/2013,Tuesday,American Airlines,JFK,SFO,Boeing 777,Delayed,Morning,50,9
480,21/6/2012,Tuesday,United Airlines,LAX,DFW,Airbus A380,On-time,Evening,0,20
481,9/7/2013,Wednesday,Delta Airlines,DEN,LGA,Boeing 737,On-time,Evening,0,5
482,12/2/2012,Monday,JetBlue Airways,DFW,DEN,Boeing 777,On-time,Afternoon,0,20
483,8/6/2012,Thursday,Southwest Airlines,JFK,ATL,Embraer E175,On-time,Morning,0,15
484,7/4/2013,Tuesday,Southwest Airlines,MIA,DEN,Airbus A380,On-time,Evening,0,26
485,10/3/2015,Monday,Southwest Airlines,SFO,LGA,Embraer E175,Delayed,Morning,70,25
486,21/6/2013,Sunday,Delta Airlines,ORD,DFW,Boeing 737,Delayed,Night,106,17
487,5/2/2011,Saturday,Southwest Airlines,LGA,ATL,Boeing 737,On-time,Afternoon,0,10
488,15/11/2012,Friday,United Airlines,EWR,LAX,Boeing 737,On-time,Evening,0,6
489,20/1/2011,Tuesday,JetBlue Airways,DFW,MIA,Boeing 777,On-time,Night,0,13
490,17/11/2011,Saturday,Southwest Airlines,EWR,ORD,Airbus A380,On-time,Night,0,28
491,5/12/2015,Saturday,Delta Airlines,EWR,ATL,Boeing 737,On-time,Afternoon,0,21
492,26/5/2012,Saturday,JetBlue Airways,ATL,ORD,Embraer E175,On-time,Night,0,16
493,4/2/2012,Saturday,Southwest Airlines,EWR,SFO,Airbus A380,On-time,Night,0,24
494,15/10/2012,Saturday,American Airlines,EWR,JFK,Embraer E175,On-time,Evening,0,2
495,29/8/2013,Tuesday,Southwest Airlines,ATL,JFK,Embraer E175,On-time,Night,0,28
496,15/4/2012,Sunday,United Airlines,ATL,ORD,Boeing 737,Delayed,Afternoon,126,20
497,12/3/2014,Thursday,JetBlue Airways,SFO,LGA,Airbus A380,On-time,Night,0,5
498,20/1/2014,Wednesday,United Airlines,JFK,DEN,Airbus A320,On-time,Morning,0,24
499,9/10/2014,Saturday,American Airlines,JFK,DFW,Boeing 777,On-time,Night,0,29
500,13/4/2013,Saturday,American Airlines,SFO,ORD,Airbus A320,On-time,Night,0,17
501,29/12/2015,Wednesday,United Airlines,ATL,LAX,Boeing 777,On-time,Night,0,7
502,27/12/2012,Sunday,JetBlue Airways,LAX,SFO,Airbus A380,On-time,Night,0,24
503,3/5/2013,Sunday,American Airlines,LGA,DFW,Boeing 737,On-time,Evening,0,17
504,20/2/2011,Tuesday,American Airlines,SFO,DFW,Airbus A380,Delayed,Evening,53,5
505,16/8/2015,Monday,Southwest Airlines,ORD,ATL,Airbus A320,Delayed,Morning,114,6
506,18/9/2015,Friday,Delta Airlines,SFO,JFK,Embraer E175,On-time,Evening,0,10
507,28/7/2012,Friday,American Airlines,ATL,LGA,Boeing 777,On-time,Afternoon,0,5
508,28/4/2014,Monday,JetBlue Airways,LAX,DEN,Boeing 777,Delayed,Evening,70,14
509,22/2/2014,Tuesday,JetBlue Airways,DFW,ATL,Airbus A320,Delayed,Evening,168,25
510,30/5/2011,Friday,Southwest Airlines,ATL,LGA,Boeing 737,On-time,Evening,0,20
511,10/11/2011,Sunday,JetBlue Airways,DEN,ATL,Airbus A380,Delayed,Afternoon,135,14
512,23/7/2012,Wednesday,Southwest Airlines,DEN,DEN,Airbus A320,On-time,Morning,0,2
513,27/9/2014,Monday,American Airlines,LGA,LAX,Airbus A380,Delayed,Night,108,9
514,1/11/2011,Sunday,American Airlines,ATL,EWR,Boeing 737,On-time,Afternoon,0,18
515,12/9/2015,Thursday,American Airlines,MIA,ATL,Embraer E175,On-time,Afternoon,0,18
516,12/11/2012,Tuesday,American Airlines,DEN,DFW,Airbus A380,On-time,Evening,0,28
517,17/4/2013,Monday,Delta Airlines,EWR,LGA,Boeing 737,On-time,Evening,0,22
518,12/12/2015,Friday,Delta Airlines,DFW,JFK,Airbus A320,On-time,Morning,0,9
519,13/12/2013,Tuesday,American Airlines,EWR,ATL,Embraer E175,On-time,Evening,0,5
520,29/9/2013,Wednesday,JetBlue Airways,ORD,DFW,Embraer E175,On-time,Afternoon,0,26
521,19/3/2012,Tuesday,Southwest Airlines,LGA,DEN,Embraer E175,On-time,Evening,0,18
522,4/9/2012,Tuesday,United Airlines,ORD,DEN,Boeing 777,Delayed,Evening,104,12
523,19/9/2013,Wednesday,Southwest Airlines,ORD,MIA,Boeing 737,Delayed,Morning,78,6
524,21/9/2011,Saturday,United Airlines,DEN,SFO,Airbus A380,On-time,Afternoon,0,17
525,12/12/2013,Wednesday,United Airlines,ATL,JFK,Airbus A320,On-time,Afternoon,0,14
526,15/5/2015,Sunday,American Airlines,JFK,DFW,Embraer E175,On-time,Night,0,10
527,30/9/2013,Tuesday,United Airlines,DEN,MIA,Embraer E175,On-time,Night,0,26
528,2/7/2015,Wednesday,American Airlines,SFO,DEN,Embraer E175,Delayed,Morning,137,19
529,5/1/2011,Saturday,Delta Airlines,JFK,ORD,Boeing 737,On-time,Afternoon,0,3
530,31/1/2014,Sunday,JetBlue Airways,ATL,MIA,Airbus A320,On-time,Afternoon,0,10
531,4/5/2014,Monday,United Airlines,ORD,LAX,Boeing 737,Delayed,Evening,127,14
532,12/2/2013,Wednesday,JetBlue Airways,LAX,DFW,Airbus A320,On-time,Morning,0,15
533,26/5/2013,Wednesday,American Airlines,LGA,EWR,Airbus A380,Delayed,Morning,98,16
534,18/9/2013,Tuesday,United Airlines,ATL,LGA,Boeing 777,On-time,Night,0,6
535,2/6/2013,Sunday,Southwest Airlines,LAX,ORD,Airbus A320,On-time,Night,0,14
536,5/10/2014,Monday,Delta Airlines,DFW,LGA,Boeing 737,On-time,Evening,0,4
537,16/2/2011,Thursday,Delta Airlines,ORD,ORD,Boeing 737,Delayed,Night,177,13
538,16/5/2013,Thursday,United Airlines,EWR,MIA,Boeing 737,Delayed,Morning,175,27
539,2/4/2013,Friday,Delta Airlines,SFO,EWR,Boeing 777,On-time,Morning,0,27
540,24/7/2013,Wednesday,Southwest Airlines,LAX,LGA,Airbus A320,On-time,Night,0,8
541,17/10/2012,Wednesday,JetBlue Airways,ATL,DEN,Airbus A320,On-time,Evening,0,23
542,26/9/2011,Monday,Southwest Airlines,EWR,LAX,Airbus A320,On-time,Evening,0,9
543,5/1/2012,Saturday,Delta Airlines,DEN,LAX,Airbus A320,Delayed,Night,155,21
544,27/9/2012,Thursday,JetBlue Airways,DFW,DFW,Embraer E175,Delayed,Afternoon,165,11
545,3/2/2014,Friday,Southwest Airlines,DFW,DEN,Embraer E175,Delayed,Afternoon,74,5
546,21/8/2015,Monday,American Airlines,DEN,SFO,Boeing 737,On-time,Night,0,5
547,10/8/2015,Wednesday,American Airlines,DFW,MIA,Embraer E175,On-time,Evening,0,25
548,18/10/2012,Thursday,JetBlue Airways,EWR,DEN,Airbus A320,On-time,Night,0,18
549,30/4/2011,Sunday,JetBlue Airways,EWR,LAX,Airbus A320,On-time,Night,0,16
550,10/4/2013,Friday,JetBlue Airways,LGA,LGA,Embraer E175,On-time,Morning,0,23
551,16/12/2015,Tuesday,American Airlines,JFK,MIA,Airbus A380,On-time,Evening,0,26
552,16/6/2015,Thursday,Southwest Airlines,ATL,ATL,Boeing 737,On-time,Evening,0,19
553,17/12/2013,Friday,JetBlue Airways,LAX,DFW,Boeing 777,On-time,Evening,0,24
554,1/10/2014,Monday,American Airlines,LGA,LGA,Boeing 737,On-time,Night,0,9
555,10/1/2013,Tuesday,JetBlue Airways,JFK,LAX,Boeing 737,On-time,Afternoon,0,11
556,6/2/2015,Friday,JetBlue Airways,EWR,ORD,Boeing 737,On-time,Night,0,11
557,27/4/2011,Friday,JetBlue Airways,ORD,DEN,Embraer E175,On-time,Evening,0,14
558,1/3/2013,Wednesday,American Airlines,LGA,MIA,Boeing 737,Delayed,Morning,113,10
559,24/2/2014,Saturday,Southwest Airlines,MIA,ORD,Airbus A320,On-time,Evening,0,9
560,17/11/2014,Thursday,American Airlines,DFW,ORD,Boeing 737,On-time,Evening,0,5
561,9/10/2013,Wednesday,American Airlines,DFW,ORD,Airbus A320,On-time,Evening,0,26
562,23/7/2015,Sunday,JetBlue Airways,EWR,LAX,Embraer E175,On-time,Night,0,27
